Date,Open,High,Low,Close,Adj Close,Volume
2020-11-19,0.294222,0.306505,0.284643,0.303766,0.303766,5230574728
2020-11-20,0.303766,0.329393,0.298203,0.328068,0.328068,6283633942
2020-11-21,0.328068,0.463057,0.328068,0.458344,0.458344,16206296041
2020-11-22,0.458344,0.491902,0.413256,0.443700,0.443700,19097682286
2020-11-23,0.443701,0.614969,0.434732,0.613980,0.613980,20715303968
2020-11-24,0.614193,0.768019,0.577906,0.692103,0.692103,32826193388
2020-11-25,0.692154,0.719857,0.596548,0.635483,0.635483,23569614498
2020-11-26,0.634892,0.649730,0.462141,0.533019,0.533019,23673915793
2020-11-27,0.533383,0.585865,0.508714,0.559268,0.559268,18713160692
2020-11-28,0.559675,0.644550,0.542640,0.625622,0.625622,17173561815
2020-11-29,0.625742,0.634513,0.588363,0.606246,0.606246,15391721339
2020-11-30,0.606289,0.672179,0.600425,0.664337,0.664337,17398359053
2020-12-01,0.664515,0.679158,0.594348,0.612923,0.612923,16985355820
2020-12-02,0.612992,0.635897,0.598636,0.629893,0.629893,12874875863
2020-12-03,0.629995,0.640333,0.616173,0.631483,0.631483,9884297219
2020-12-04,0.631469,0.632967,0.546687,0.557262,0.557262,9629062989
2020-12-05,0.557088,0.595839,0.551785,0.584421,0.584421,8565677726
2020-12-06,0.584414,0.625878,0.581516,0.619851,0.619851,10280250882
2020-12-07,0.619714,0.622832,0.592819,0.608934,0.608934,7718537440
2020-12-08,0.608858,0.610161,0.554570,0.558836,0.558836,8302771172
2020-12-09,0.558667,0.601939,0.505983,0.583590,0.583590,12648574700
2020-12-10,0.583657,0.586856,0.556169,0.572954,0.572954,9695432997
2020-12-11,0.573062,0.583693,0.531383,0.546483,0.546483,10708202570
2020-12-12,0.546316,0.546316,0.487353,0.506401,0.506401,10925057158
2020-12-13,0.506678,0.526960,0.487282,0.511464,0.511464,8534780504
2020-12-14,0.511608,0.517141,0.490168,0.497712,0.497712,7110439196
2020-12-15,0.497688,0.506610,0.465994,0.469710,0.469710,9052977849
2020-12-16,0.469677,0.568772,0.442028,0.568628,0.568628,15158282218
2020-12-17,0.568488,0.653909,0.546419,0.576677,0.576677,21429914951
2020-12-18,0.576739,0.610361,0.552338,0.584280,0.584280,14936843250
2020-12-19,0.584200,0.601961,0.568032,0.579163,0.579163,11188586674
2020-12-20,0.578990,0.585579,0.538510,0.556058,0.556058,9611613770
2020-12-21,0.555961,0.567767,0.502857,0.516944,0.516944,9852685075
2020-12-22,0.516792,0.521599,0.410551,0.448448,0.448448,15134323976
2020-12-23,0.447966,0.447966,0.221363,0.258602,0.258602,19793483656
2020-12-24,0.259113,0.367624,0.243742,0.337819,0.337819,16742652289
2020-12-25,0.337331,0.380603,0.285174,0.318091,0.318091,16321189804
2020-12-26,0.318074,0.322314,0.287183,0.294713,0.294713,9984475081
2020-12-27,0.294758,0.307464,0.270248,0.283039,0.283039,9250325478
2020-12-28,0.283366,0.306016,0.239413,0.247958,0.247958,8389871765
2020-12-29,0.247673,0.248318,0.174831,0.220962,0.220962,12970077098
2020-12-30,0.220902,0.235360,0.194670,0.211828,0.211828,8894036560
2020-12-31,0.211787,0.227613,0.206465,0.219846,0.219846,5363979601
2021-01-01,0.219845,0.249270,0.217288,0.237444,0.237444,5888429287
2021-01-02,0.237670,0.238388,0.215816,0.221655,0.221655,4773658725
2021-01-03,0.221744,0.237741,0.217167,0.225848,0.225848,5109898871
2021-01-04,0.226038,0.256477,0.219722,0.236677,0.236677,6141918380
2021-01-05,0.236636,0.241251,0.221602,0.226750,0.226750,5378491929
2021-01-06,0.226866,0.269158,0.223464,0.250895,0.250895,7552726810
2021-01-07,0.250926,0.365296,0.247810,0.326002,0.326002,15955049240
2021-01-08,0.326089,0.345916,0.291539,0.323230,0.323230,9825829516
2021-01-09,0.323156,0.339859,0.307895,0.326916,0.326916,7184429145
2021-01-10,0.326833,0.365221,0.292159,0.318336,0.318336,9647740012
2021-01-11,0.317941,0.317941,0.259468,0.288905,0.288905,9787288503
2021-01-12,0.288677,0.309924,0.279370,0.292123,0.292123,6557418314
2021-01-13,0.292028,0.308798,0.286889,0.305580,0.305580,4831812051
2021-01-14,0.305536,0.308343,0.284211,0.295438,0.295438,5277189444
2021-01-15,0.295569,0.301757,0.264747,0.280406,0.280406,4955409029
2021-01-16,0.280292,0.295191,0.277010,0.280188,0.280188,4116256007
2021-01-17,0.280067,0.285268,0.270652,0.277384,0.277384,3488557208
2021-01-18,0.277372,0.287624,0.272637,0.284769,0.284769,3239112861
2021-01-19,0.284826,0.326188,0.283997,0.294314,0.294314,5583136814
2021-01-20,0.294219,0.308621,0.281986,0.296518,0.296518,4528341598
2021-01-21,0.296466,0.306218,0.263124,0.268946,0.268946,4453463443
2021-01-22,0.268776,0.277843,0.244917,0.272799,0.272799,4501765714
2021-01-23,0.272611,0.282623,0.266979,0.271821,0.271821,3018882841
2021-01-24,0.271840,0.277425,0.270216,0.273509,0.273509,2472431875
2021-01-25,0.273473,0.282417,0.268800,0.269089,0.269089,2925493997
2021-01-26,0.269049,0.271104,0.259708,0.268827,0.268827,2790821503
2021-01-27,0.268856,0.268972,0.245532,0.251943,0.251943,2940937079
2021-01-28,0.251915,0.260304,0.248786,0.257278,0.257278,2935777810
2021-01-29,0.270530,0.310194,0.260488,0.282188,0.282188,8031899348
2021-01-30,0.282152,0.489346,0.279825,0.440244,0.440244,24417465997
2021-01-31,0.437832,0.499702,0.389498,0.492314,0.492314,24394851756
2021-02-01,0.492512,0.744821,0.360693,0.371509,0.371509,34974233953
2021-02-02,0.370520,0.404264,0.344269,0.369270,0.369270,12756138062
2021-02-03,0.369364,0.408062,0.369364,0.393490,0.393490,8672301822
2021-02-04,0.393411,0.472306,0.379181,0.446449,0.446449,13193400182
2021-02-05,0.445325,0.464705,0.425102,0.450047,0.450047,10229060640
2021-02-06,0.450157,0.452282,0.426710,0.439096,0.439096,7625571666
2021-02-07,0.439128,0.445519,0.398767,0.417958,0.417958,7495069765
2021-02-08,0.417766,0.459916,0.412719,0.447702,0.447702,8180714581
2021-02-09,0.447659,0.485191,0.447570,0.471991,0.471991,9634769935
2021-02-10,0.471919,0.534105,0.465990,0.503445,0.503445,13793347172
2021-02-11,0.503053,0.527617,0.501136,0.524787,0.524787,8979459920
2021-02-12,0.524627,0.612630,0.518265,0.608592,0.608592,13950086407
2021-02-13,0.608105,0.637035,0.549918,0.628996,0.628996,14161115005
2021-02-14,0.628450,0.632386,0.567155,0.594193,0.594193,10460949240
2021-02-15,0.593453,0.600052,0.521564,0.548915,0.548915,10563510365
2021-02-16,0.548595,0.577315,0.490038,0.520846,0.520846,10310430732
2021-02-17,0.520798,0.554361,0.497116,0.535537,0.535537,9332962077
2021-02-18,0.535098,0.558641,0.523872,0.532433,0.532433,5621706995
2021-02-19,0.532570,0.579084,0.520655,0.567019,0.567019,6896487164
2021-02-20,0.566883,0.582424,0.482440,0.517512,0.517512,7892199926
2021-02-21,0.516879,0.558367,0.508464,0.548560,0.548560,6569716153
2021-02-22,0.548324,0.639851,0.520069,0.571741,0.571741,18769236632
2021-02-23,0.570989,0.570989,0.379302,0.473563,0.473563,14359021786
2021-02-24,0.474201,0.499370,0.454759,0.471832,0.471832,8015468859
2021-02-25,0.471776,0.482517,0.429103,0.434524,0.434524,5952353924
2021-02-26,0.434941,0.450440,0.415559,0.427900,0.427900,6476253874
2021-02-27,0.427904,0.457596,0.427904,0.437809,0.437809,4756622833
2021-02-28,0.437764,0.439440,0.397699,0.414953,0.414953,4325860134
2021-03-01,0.415109,0.451348,0.413587,0.447244,0.447244,3547533777
2021-03-02,0.446496,0.454764,0.424843,0.436837,0.436837,3388591213
2021-03-03,0.436903,0.466652,0.433526,0.450279,0.450279,3304301858
2021-03-04,0.450060,0.493142,0.438003,0.486605,0.486605,6027421637
2021-03-05,0.485831,0.485831,0.449948,0.458119,0.458119,4288262516
2021-03-06,0.457864,0.470688,0.452495,0.465106,0.465106,2758849692
2021-03-07,0.465094,0.469286,0.459866,0.466867,0.466867,2364586464
2021-03-08,0.466888,0.485989,0.457319,0.473597,0.473597,3587390975
2021-03-09,0.473745,0.485988,0.472442,0.485988,0.485988,3020728025
2021-03-10,0.485903,0.487647,0.458831,0.463166,0.463166,3271277631
2021-03-11,0.463049,0.464282,0.443017,0.452960,0.452960,3186670815
2021-03-12,0.452991,0.463694,0.433015,0.441131,0.441131,3326213717
2021-03-13,0.441109,0.464824,0.435522,0.459924,0.459924,3212270555
2021-03-14,0.459631,0.462092,0.442112,0.442112,0.442112,2509435800
2021-03-15,0.442087,0.448314,0.426547,0.437555,0.437555,3116009271
2021-03-16,0.437454,0.514959,0.430078,0.462600,0.462600,7382009786
2021-03-17,0.462822,0.483312,0.457061,0.472417,0.472417,4341765347
2021-03-18,0.472383,0.490809,0.455836,0.472919,0.472919,3265976425
2021-03-19,0.472797,0.478388,0.463432,0.471171,0.471171,2626051305
2021-03-20,0.471105,0.552929,0.470161,0.526991,0.526991,6757879312
2021-03-21,0.527416,0.546377,0.499928,0.519835,0.519835,5539749484
2021-03-22,0.519810,0.602618,0.505471,0.549942,0.549942,9732075816
2021-03-23,0.550135,0.599313,0.543970,0.556595,0.556595,7610195005
2021-03-24,0.556265,0.564677,0.469285,0.488837,0.488837,5446433135
2021-03-25,0.488234,0.527368,0.471128,0.517498,0.517498,6061921454
2021-03-26,0.517389,0.574975,0.516515,0.567055,0.567055,5807865028
2021-03-27,0.567193,0.575918,0.539824,0.550443,0.550443,3684247475
2021-03-28,0.550377,0.562205,0.545478,0.550756,0.550756,2795107715
2021-03-29,0.550645,0.570711,0.548183,0.567871,0.567871,3549650231
2021-03-30,0.567737,0.585903,0.563084,0.566859,0.566859,3831603058
2021-03-31,0.566833,0.579228,0.544746,0.573869,0.573869,4849764990
2021-04-01,0.573959,0.595817,0.559002,0.579292,0.579292,4725008531
2021-04-02,0.579360,0.617382,0.575203,0.616569,0.616569,5404854336
2021-04-03,0.616779,0.653350,0.587748,0.590915,0.590915,6757992981
2021-04-04,0.590909,0.646977,0.583013,0.646729,0.646729,4613898769
2021-04-05,0.646703,0.936855,0.633974,0.920473,0.920473,26415199263
2021-04-06,0.916918,1.117916,0.824408,1.096266,1.096266,36955175105
2021-04-07,1.097547,1.104488,0.869414,0.917576,0.917576,21942171678
2021-04-08,0.919055,1.072568,0.905627,1.052756,1.052756,12888349509
2021-04-09,1.053417,1.083159,0.986585,1.020837,1.020837,10235269531
2021-04-10,1.020282,1.389957,1.008636,1.374416,1.374416,25547794935
2021-04-11,1.372068,1.492072,1.308828,1.360530,1.360530,21224874412
2021-04-12,1.354004,1.470145,1.324077,1.467735,1.467735,13216559312
2021-04-13,1.470080,1.888439,1.423034,1.794001,1.794001,31123574741
2021-04-14,1.794248,1.964997,1.579077,1.839236,1.839236,29025829007
2021-04-15,1.837281,1.882819,1.658103,1.766067,1.766067,15403982671
2021-04-16,1.759303,1.808948,1.449548,1.557527,1.557527,20594074869
2021-04-17,1.553027,1.740528,1.541503,1.560055,1.560055,14507135285
2021-04-18,1.559104,1.578567,1.174665,1.405998,1.405998,22933939682
2021-04-19,1.409457,1.530381,1.258307,1.315044,1.315044,17637508685
2021-04-20,1.309951,1.445636,1.186228,1.383299,1.383299,15562116615
2021-04-21,1.386157,1.458540,1.282823,1.296498,1.296498,12545052977
2021-04-22,1.291807,1.413192,1.119086,1.159682,1.159682,14899537552
2021-04-23,1.157139,1.194004,0.901079,1.169660,1.169660,20235915090
2021-04-24,1.170190,1.170284,1.024417,1.048706,1.048706,8586287312
2021-04-25,1.049490,1.153025,0.952915,1.032256,1.032256,8573604939
2021-04-26,1.035183,1.369077,1.016921,1.368506,1.368506,15417459290
2021-04-27,1.366743,1.459736,1.331190,1.400955,1.400955,13584693517
2021-04-28,1.401563,1.446975,1.288701,1.358601,1.358601,9272726011
2021-04-29,1.357965,1.418331,1.330947,1.399360,1.399360,7633164142
2021-04-30,1.398500,1.635521,1.376468,1.591674,1.591674,14160854005
2021-05-01,1.598409,1.665011,1.529947,1.651025,1.651025,8206771323
2021-05-02,1.651960,1.656331,1.533620,1.562641,1.562641,6933641361
2021-05-03,1.562493,1.621599,1.528556,1.555995,1.555995,7612512785
2021-05-04,1.555954,1.557231,1.338664,1.392376,1.392376,12855752789
2021-05-05,1.388070,1.622536,1.371274,1.614512,1.614512,13318453320
2021-05-06,1.615507,1.758820,1.547324,1.600581,1.600581,16099528279
2021-05-07,1.603980,1.691258,1.511291,1.581755,1.581755,10400571927
2021-05-08,1.580940,1.627185,1.543100,1.562598,1.562598,6349608020
2021-05-09,1.563479,1.593415,1.444127,1.535293,1.535293,8243079607
2021-05-10,1.534407,1.625741,1.250003,1.389006,1.389006,11181774844
2021-05-11,1.391835,1.486860,1.363676,1.477682,1.477682,7973181908
2021-05-12,1.479136,1.542453,1.247864,1.247864,1.247864,9272699846
2021-05-13,1.271273,1.388924,1.209457,1.358910,1.358910,12358993946
2021-05-14,1.363347,1.442229,1.324545,1.402917,1.402917,7570332417
2021-05-15,1.401706,1.582478,1.324812,1.485880,1.485880,13321419261
2021-05-16,1.487457,1.607982,1.351516,1.452606,1.452606,12405363634
2021-05-17,1.449204,1.559325,1.328279,1.496300,1.496300,13573485606
2021-05-18,1.494104,1.702209,1.476959,1.590734,1.590734,14847139298
2021-05-19,1.593270,1.644380,0.875318,1.070313,1.070313,20523476458
2021-05-20,1.061533,1.268449,0.911814,1.185537,1.185537,13626658452
2021-05-21,1.181183,1.215926,0.869548,1.006976,1.006976,10998911191
2021-05-22,1.009577,1.015339,0.826446,0.906317,0.906317,8750076614
2021-05-23,0.906511,0.967346,0.652254,0.797015,0.797015,10816054413
2021-05-24,0.793162,0.998595,0.758590,0.992835,0.992835,8239461926
2021-05-25,0.994030,1.057840,0.883827,0.976187,0.976187,8637179369
2021-05-26,0.975831,1.066945,0.950104,1.033725,1.033725,6376977398
2021-05-27,1.033574,1.042896,0.935616,0.970235,0.970235,5204084865
2021-05-28,0.973952,0.983460,0.847571,0.900148,0.900148,6082828979
2021-05-29,0.899495,0.939792,0.795070,0.831788,0.831788,5156278121
2021-05-30,0.831994,0.930127,0.799825,0.906609,0.906609,4077064725
2021-05-31,0.906384,1.049022,0.882556,1.046584,1.046584,6277821474
2021-06-01,1.042102,1.099639,0.979337,1.011001,1.011001,5606414479
2021-06-02,1.011214,1.049746,0.981365,1.024400,1.024400,3598008182
2021-06-03,1.025146,1.078275,1.008549,1.045321,1.045321,3661357809
2021-06-04,1.045106,1.045271,0.920167,0.970196,0.970196,4638523697
2021-06-05,0.969979,0.997947,0.897529,0.923286,0.923286,3257149049
2021-06-06,0.923481,0.949532,0.918760,0.945286,0.945286,2308242807
2021-06-07,0.946718,0.974346,0.848982,0.861155,0.861155,3466113432
2021-06-08,0.862781,0.885498,0.788643,0.875788,0.875788,4491339501
2021-06-09,0.874058,0.920034,0.832331,0.920034,0.920034,3990884688
2021-06-10,0.921324,0.927827,0.853797,0.869182,0.869182,3157272780
2021-06-11,0.869247,0.879191,0.835943,0.848450,0.848450,2502880892
2021-06-12,0.847879,0.847879,0.807698,0.832683,0.832683,2731548390
2021-06-13,0.833252,0.888077,0.819273,0.883160,0.883160,3059837086
2021-06-14,0.883048,0.926110,0.863815,0.892897,0.892897,3005221040
2021-06-15,0.887069,0.902253,0.860290,0.889800,0.889800,3585820721
2021-06-16,0.866854,0.873375,0.827554,0.831908,0.831908,2916163481
2021-06-17,0.831733,0.861429,0.825875,0.841438,0.841438,2684672890
2021-06-18,0.842324,0.844920,0.774985,0.797648,0.797648,2509639518
2021-06-19,0.795400,0.806394,0.784073,0.797475,0.797475,2529231360
